GA ID,SURV_CODE,SURVEY_NAME,DATA_TYPE,VESSEL,START_DATE,END_DATE,START_PORT,END_PORT,DATA_OWNER,SYSTEM,TVU,Licence
GA4396,SS052012,IndonFlowthrough,multibeam,RV Southern Surveyor,26/09/2012,10/10/2012,Fremantle,Darwin,CMAR,Kongsberg EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2375,SS062005,CorneaCartier,multibeam,RV Southern Surveyor,31/05/2005,23/06/2005,Darwin,Darwin,AIMS/ANU,Kongsberg EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2408,SS062006,RowleyShoals,multibeam,RV Southern Surveyor,29/05/2006,24/06/2006,Geraldton,Port Hedland,GA,Kongsberg EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2461,SS062008,LordHoweRise,multibeam,RV Southern Surveyor,16/04/2008,29/04/2008,Sydney,Noumea,CSIRO,Simrad EM300 (30 kHz),IHO S44 1a,CSIRO
GA0294,SS2003_V03,FraserIsland1geog,multibeam,RV Southern Surveyor,12/04/2003,26/04/2003,Brisbane,Brisbane,UNewcastle,Reson 8101 (240 kHz),IHO S44 1a,Geoscience Australia
GA0294,SS2003_V03,FraserIsland1grid,multibeam,RV Southern Surveyor,12/04/2003,26/04/2003,Brisbane,Brisbane,UNewcastle,Reson 8101 (240 kHz),IHO S44 1a,Geoscience Australia
GA2357,SS2004_V06,COTROVE,multibeam,RV Southern Surveyor,2/06/2004,27/06/2004,Noumea,Sydney,ANU,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2363,SS2004_V09,SEQueensland,multibeam,RV Southern Surveyor,15/09/2004,30/09/2004,Brisbane,Brisbane,USydney,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2359,SS2004_V10,BrisbaneTonga,multibeam,RV Southern Surveyor,2/10/2004,26/10/2004,Brisbane,Nuku'alofa,UTAS,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA0295,SS2005_V01,FraserIsland2,multibeam,RV Southern Surveyor,7/01/2005,23/01/2005,Brisbane,Bundaberg,UNewcastle,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA0274,SS2005_V02,MellishRise,multibeam,RV Southern Surveyor,25/01/2005,20/02/2005,Bundaberg,Cairns,GA,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA0276,SS2005_V04,Carpreefs2,multibeam,RV Southern Surveyor,22/03/2005,13/04/2005,Weipa,Darwin,GA,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2409,SS2006_T01,DarwinSuva,multibeam,RV Southern Surveyor,5/08/2006,17/08/2006,Darwin,Suva,GA,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2411,SS2006_T02,NoumeaSydney,multibeam,RV Southern Surveyor,11/09/2006,17/09/2006,Noumea,Sydney,UNSW,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2443,SS2007_T04,DarwinMadang,multibeam,RV Southern Surveyor,15/07/2007,24/07/2007,Darwin,Madang,CSIRO/ANU,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2440,SS2007_T06,MackayNewcastle,multibeam,RV Southern Surveyor,16/10/2007,21/10/2007,Mackay,Newcastle,CMAR,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2447,SS2007_V07,GBRMargin,multibeam,RV Southern Surveyor,26/09/2007,16/10/2007,Cairns,Mackay,JCU,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2472,SS2008_T02,SuvaCairns,multibeam,RV Southern Surveyor,8/06/2008,18/06/2008,Suva ,Cairns,CMAR,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2475,SS2008_T03,NextWave,multibeam,RV Southern Surveyor,12/08/2008,16/08/2008,Gladstone,Sydney,UTS/UNSW,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2473,SS2008_V09,GBRCO2,multibeam,RV Southern Surveyor,24/07/2008,11/08/2008,Cairns,Gladstone,CSIRO-BOM,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2479,SS2008_V12,SEAustMargin,multibeam,RV Southern Surveyor,4/11/2008,21/11/2008,Newcastle,Sydney,UNewcastle,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2488,SS2009_T02,NoumeaHobart,multibeam,RV Southern Surveyor,30/07/2009,7/08/2009,Noumea,Hobart,CMAR,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA4331,SS2010_V09,SydneySydney,multibeam,RV Southern Surveyor,15/10/2010,31/10/2010,Sydney,Sydney,UTS/UNSW,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA4385,SS2012_T01,HobartBrisbane,multibeam,RV Southern Surveyor,12/04/2012,18/04/2012,Hobart,Brisbane,CSIRO,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
,SS2012_T02,BrisbaneLautoka,multibeam,RV Southern Surveyor,2/05/2012,9/05/2012,Brisbane,Lautoka,JCU,Simrad EM300 (30 kHz),IHO S44 1b,
,SS2012_T07,DarwinCairns,multibeam,RV Southern Surveyor,15/10/2012,23/10/2012,Darwin,Cairns,JCU,Simrad EM300 (30 kHz),IHO S44 1a,
,SS2012_V01,MoretonIsland,multibeam,RV Southern Surveyor,20/04/2012,24/04/2012,Brisbane,Brisbane,CSIRO,Simrad EM300 (30 kHz),IHO S44 1b,
,SS2012_V06,CairnsBrisbane,multibeam,RV Southern Surveyor,26/10/2012,19/11/2012,Cairns,Brisbane,USydney,Simrad EM300 (30 kHz),IHO S44 1a,
GA4400,SS2012_V07,TasmantidSeamounts,multibeam,RV Southern Surveyor,23/11/2012,19/12/2012,Brisbane,Brisbane,UQ,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
,SS2013_T03,BroomeBrisbane,multibeam,RV Southern Surveyor,27/08/2013,10/09/2013,Broome,Brisbane,JCU,Simrad EM300 (30 kHz),IHO S44 1b,
,SS2013_T04,BrisbaneHobart,multibeam,RV Southern Surveyor,27/09/2013,2/10/2013,Brisbane,Hobart,CSIRO,Simrad EM300 (30 kHz),IHO S44 1b,
,SS2013_V01,BrisbaneBrisbane,multibeam,RV Southern Surveyor,18/01/2013,3/02/2013,Brisbane,Brisbane,USydney,Simrad EM300 (30 kHz),IHO S44 1b,
,SS2013_V02,BrisbaneSydney,multibeam,RV Southern Surveyor,8/02/2013,23/02/2013,Brisbane,Sydney,UoW,Simrad EM300 (30 kHz),IHO S44 1b,
GA4395,SST062012,FremantleDarwin,multibeam,RV Southern Surveyor,7/09/2012,16/09/2012,Fremantle,Darwin,CMAR,Kongsberg EM300 (30 kHz),IHO S44 1b,Geoscience Australia
,Swordfish,BreakseaSpit,SDB,Landsat7,na,na,na,na,JCU,physics,15% + 0.5,EOMAP
,Swordfish,CoringaReef,SDB,Landsat8,na,na,na,na,JCU,physics,15% + 0.5,EOMAP
,Swordfish,LindaReef,SDB,Landsat7,na,na,na,na,JCU,physics,15% + 0.5,EOMAP
,Swordfish,TorresStrait,SDB,Landsat7,na,na,na,na,JCU,physics,15% + 0.5,EOMAP
GA2312,TAN0308,NORFANZ,multibeam,RV RV Tangaroa,9/05/2003,7/06/2003,Wellington,Wellington,NIWA,Simrad EM-300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2436,TAN0713,LordHoweRise,multibeam,RV Tangaroa,6/10/2007,22/11/2007,Wellington,Wellington,GA,Simrad EM-300 (30 kHz),IHO S44 1b,Geoscience Australia
GA0345,TAN1411,BrowseBasin,multibeam,RV Tangaroa,9/10/2014,12/11/2014,Darwin,Darwin,GA,Kongsberg EM302 (30 kHz),IHO S44 1b,Geoscience Australia
,TAN2021_V01,MacquarieRidge,multibeam,RV Tangaroa,9/11/2021,4/12/2021,Wellington NZ,Wellington NZ,NIWA,Kongsberg EM302 (30 kHz),IHO S44 1a,NIWA/CSIRO
GA0125,Tasmante,AucklandAdelaide,multibeam,NO L'Atalante,12/02/1994,29/03/1994,Auckland,Adelaide,GA/IFREMER,Simrad EM120 (12 kHz),IHO S44 1a,AusSeabed
,TeamSurv,Argo2018,singlebeam,MV Argo,28/06/2018,30/12/2018,Cairns,Cairns,JCU,Raymarine DSM300 (50/200 kHz),IHO S44 2,JCU
,TeamSurv,Argo2019,singlebeam,MV Argo,1/01/2019,21/12/2019,Cairns,Cairns,JCU,Raymarine DSM300 (50/200 kHz),IHO S44 2,JCU
,TeamSurv,Argo2020,singlebeam,MV Argo,3/01/2020,5/10/2020,Cairns,Cairns,JCU,Raymarine DSM300 (50/200 kHz),IHO S44 2,JCU
,TeamSurv,Argo2021,singlebeam,MV Argo,3/05/2021,3/10/2021,Cairns,Cairns,JCU,Raymarine DSM300 (50/200 kHz),IHO S44 2,JCU
,TeamSurv,Aroona2019,singlebeam,MV Aroona,25/03/2019,30/12/2019,Cairns,Cairns,JCU,Furuno MFDBB (200 kHz),IHO S44 2,JCU
,TeamSurv,Aroona2020,singlebeam,MV Aroona,1/01/2020,20/12/2020,Cairns,Cairns,JCU,Furuno MFDBB (200 kHz),IHO S44 2,JCU
,TeamSurv,Aroona2021,singlebeam,MV Aroona,7/01/2021,6/10/2021,Cairns,Cairns,JCU,Furuno MFDBB (200 kHz),IHO S44 2,JCU
,TeamSurv,CharlieI2019,singlebeam,MV CharlieI,14/11/2019,31/12/2019,Cairns,Cairns,JCU,Garmin EchoMap 75sv (200 kHz),IHO S44 2,JCU
,TeamSurv,CharlieI2020,singlebeam,MV CharlieI,1/01/2020,31/12/2020,Cairns,Cairns,JCU,Garmin EchoMap 75sv (200 kHz),IHO S44 2,JCU
,TeamSurv,CharlieI2021,singlebeam,MV CharlieI,1/01/2021,7/01/2021,Cairns,Cairns,JCU,Garmin EchoMap 75sv (200 kHz),IHO S44 2,JCU
,TeamSurv,FlyingFishV2019,singlebeam,MV FlyingFishV,12/08/2019,14/12/2019,Cairns,Cairns,JCU,Furuno FCV587 Fishfinder (200 kHz),IHO S44 2,JCU
,TeamSurv,FlyingFishV2020,singlebeam,MV FlyingFishV,10/01/2020,22/12/2020,Cairns,Cairns,JCU,Furuno FCV587 Fishfinder (200 kHz),IHO S44 2,JCU
,TeamSurv,FlyingFishV2021,singlebeam,MV FlyingFishV,7/01/2021,21/06/2021,Cairns,Cairns,JCU,Furuno FCV587 Fishfinder (200 kHz),IHO S44 2,JCU
,TeamSurv,GundooSpirit2019,singlebeam,MV Gundoo Spirit,27/05/2019,13/11/2019,North Keppel Island,North Keppel Island,JCU,Garmin GPSMap 5012 (200 kHz),IHO S44 2,JCU
,TeamSurv,GundooSpirit2020,singlebeam,MV Gundoo Spirit,1/01/2020,11/12/2020,North Keppel Island,North Keppel Island,JCU,Garmin GPSMap 5012 (200 kHz),IHO S44 2,JCU
,TeamSurv,Sharpshooter2019,singlebeam,MV Sharpshooter,4/06/2019,29/12/2019,Cairns,Cairns,JCU,Garmin GPSMap 8412XSV (200 kHz),IHO S44 2,JCU
,TeamSurv,Sharpshooter2020,singlebeam,MV Sharpshooter,14/01/2020,21/04/2020,Cairns,Cairns,JCU,Garmin GPSMap 8412XSV (200 kHz),IHO S44 2,JCU
,TeamSurv,Spoilsport2019,singlebeam,MV Spoilsport,20/06/2019,31/12/2019,Cairns,Cairns,JCU,Furuno FCV-588 (200 kHz),IHO S44 2,JCU
,TeamSurv,Spoilsport2020,singlebeam,MV Spoilsport,1/01/2020,31/12/2020,Cairns,Cairns,JCU,Furuno FCV-588 (200 kHz),IHO S44 2,JCU
,TeamSurv,Spoilsport2021,singlebeam,MV Spoilsport,2/01/2021,31/10/2021,Cairns,Cairns,JCU,Furuno FCV-588 (200 kHz),IHO S44 2,JCU
,TeamSurv,Zostera2019,singlebeam,MV Zostera,26/04/2019,13/12/2019,Brisbane,Brisbane,JCU,Garmin EchoMap 70dv (200 kHz),IHO S44 2,JCU
,TeamSurv,Zostera2020,singlebeam,MV Zostera,16/01/2020,12/03/2020,Brisbane,Brisbane,JCU,Garmin EchoMap 70dv (200 kHz),IHO S44 2,JCU
,TM2012_V01,MoretonBayIsland,multibeam,RV Tom Marshall,22/09/2012,7/10/2012,Brisbane,Brisbane,CSIRO,Simrad EM3002 (300 kHz),IHO S44 1b,CSIRO
,TM2014_V01,FraserCoast,multibeam,RV Tom Marshall,26/05/2014,5/06/2014,Brisbane,Brisbane,CSIRO,Simrad EM2040C (300 kHz),IHO S44 1b,CSIRO
,USC,BaffleCreek,singlebeam,USC Tinny,22/01/2018,6/02/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,BoyneRiver,singlebeam,USC Tinny,16/01/2018,16/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,BurnettRiver,singlebeam,USC Tinny,6/01/2018,8/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,CalliopeRiver,singlebeam,USC Tinny,17/01/2018,17/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,CawarralCreek,singlebeam,USC Tinny,31/01/2018,3/02/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,ElliotRiver,singlebeam,USC Tinny,5/01/2018,5/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,EurimbulaCreek,singlebeam,USC Tinny,4/02/2018,4/02/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,KolanRiver,singlebeam,USC Tinny,7/01/2018,7/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,MiddleCreek,singlebeam,USC Tinny,5/02/2018,5/02/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,MulambinCreek,singlebeam,USC Tinny,2/02/2018,2/02/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,RossCreek,singlebeam,USC Tinny,31/01/2018,31/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,RoundHillCreek,singlebeam,USC Tinny,19/01/2018,21/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,TheNarrows,singlebeam,USC Tinny,18/01/2018,18/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,TheodoliteCreek,singlebeam,USC Tinny,8/01/2018,8/01/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,USC,WaterParkCreek,singlebeam,USC Tinny,1/02/2018,1/02/2018,Sippy Downs,Sippy Downs,USunshineCoast,Lowance HDS-7 Gen3 (200 kHz),IHO S44 1b,USunshineCoast
,UW012011,LizardIsland,singlebeam,LIRS boat,7/12/2011,15/07/2011,Lizard Island,Lizard Island,UWollongong,Ceeducer Pro (200 kHz),IHO S44 2,UWollongong
,UWA,NorthWestShelfA,SDB,Sentinal2,1/01/2017,30/12/2020,na,na,UWA,empirical,15% + 0.5,"cite ""Towards a regional high-resolution bathymetry of the North West Shelf of Australia based on Sentinel-2 satellite images, 3D seismic surveys, and historical datasets"""
,UWA,NorthWestShelfB,SDB,Sentinal2,1/01/2017,30/12/2020,na,na,UWA,empirical,15% + 0.5,"cite ""Towards a regional high-resolution bathymetry of the North West Shelf of Australia based on Sentinel-2 satellite images, 3D seismic surveys, and historical datasets"""
,UWA,SharkBaySDB,SDB,Sentinal2,1/01/2017,30/12/2020,na,na,UWA,empirical,15% + 0.5,"cite ""Towards a regional high-resolution bathymetry of the North West Shelf of Australia based on Sentinel-2 satellite images, 3D seismic surveys, and historical datasets"""
GA2330,VANC11MV,PortHedlandDarwin,multibeam,RV Melville,18/06/2003,16/07/2003,Port Hedland,Darwin,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2331,VANC12MV,VANC12,multibeam,RV Melville,6/08/2003,17/08/2003,Darwin,Cairns,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2331,VANC12MV,VANC12EM3000,multibeam,RV Melville,14/08/2003,20/08/2003,Darwin,Cairns,SIO,Simrad EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
GA0247,VANC13MV,VANC13EM3000,multibeam,RV Melville,21/08/2003,25/08/2003,Cairns,Port Moresby,SIO,Kongsberg EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
GA2332,VANC14MV,VANC14EM3000,multibeam,RV Melville,26/08/2003,16/09/2003,Port Moreseby,PortMoresby,SIO,Kongsberg EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
GA2368,VANC15MV,VANC15EM3000,multibeam,RV Melville,18/09/2003,26/09/2003,Port Moresby,Port Moresby,SIO,Kongsberg EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
GA2333,VANC16MV,VANC16EM3000,multibeam,RV Melville,27/09/2003,5/10/2003,Port Moresby,Cairns,SIO,Kongsberg EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
GA2336,VANC19MV,VANC19,multibeam,RV Melville,8/01/2004,13/01/2004,Cairns,Port Moresby,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2369,VANC21MV,VANC21,multibeam,RV Melville,26/01/2004,15/02/2004,Port Moresby,Port Moresby,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2370,VANC22MV,VANC22,multibeam,RV Melville,17/02/2004,1/03/2004,Port Moresby,Port Moresby,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2338,VANC23MV,VANC23,multibeam,RV Melville,1/03/2003,9/03/2003,Port Moresby,Cairns,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2339,VANC24MV,VANC24,multibeam,RV Melville,10/03/2004,20/03/2004,Cairns,Port Moresby,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2371,VANC25MV,VANC25,multibeam,RV Melville,20/03/2004,2/04/2004,Port Moresby,Port Moresby,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2340,VANC26MV,VANC26,multibeam,RV Melville,2/04/2004,12/04/2004,Port Moresby,Cairns,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2341,VANC27MV,VANC27,multibeam,RV Melville,16/04/2004,22/04/2004,Cairns,Port Moresby,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2341,VANC27MV,VANC27EM3000,multibeam,RV Melville,16/04/2004,22/04/2004,Cairns,Port Moresby,SIO,Simrad EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
GA2342,VANC28MV,VANC28MV,multibeam,RV Melville,22/04/2004,6/05/2004,Port Moresby,Port Moresby,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2342,VANC28MV,VANC28EM3000,multibeam,RV Melville,22/04/2004,6/05/2004,Port Moresby,Port Moresby,SIO,Kongsberg EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
GA2372,VANC29MV,VANC29,multibeam,RV Melville,6/05/2004,17/05/2004,Port Moresby,Port Moresby,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2372,VANC29MV,VANC29EM3000,multibeam,RV Melville,6/05/2004,17/05/2004,Port Moresby,Port Moresby,SIO,Kongsberg EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
GA2343,VANC30MV,VANC30,multibeam,RV Melville,18/05/2004,27/05/2004,Port Moresby,Cairns,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA2343,VANC30MV,VANC30EM3000,multibeam,RV Melville,18/05/2004,27/05/2004,Port Moresby,Cairns,SIO,Kongsberg EM3000 (300 kHz),IHO S44 1b,Geoscience Australia
,Victoria,MBES_LIDAR,lidar,various,unknown,unknown,unknown,unknown,Deakin University,various,IHO S44 1b,"This work is licensed under a Creative Commons Attribution 4.0 non-commercial license (https://creativecommons.org/licenses/by-nc/4.0/). You are free to reuse the work under this license, provided that you appropriately credit the State of Victoria (Department of Energy, Environment and Climate Action) as the source, indicate any modifications made, and comply with the other terms of the license."
,WADOT,BroomeMBES,multibeam,SV Alec Hansen II,1/05/2007,1/05/2007,Broome,Broome,WA DOT,Reson Seabat 8101 (240 kHz),IHO S44 Special,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOT,BroomeSBES,singlebeam,unknown,unknown,unknown,unknown,unknown,WA DOT,unknown,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTAB2016,HoutmanAbrolhos,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTAK2016,Yanchep,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTBS2009,Busselton,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTBU2009,Bunbury,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTCE2016,Cervantes,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTCS2009,Rockingham,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTDV2009,Dawesville,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTFP2016,NorthLeeman,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTFR2009,Perth,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTGN2016,Geraldton,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTHL2016,Hillarys,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTJU2016,JurienBay,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTLA2016,Lancelin,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTLM2016,Leeman,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTLP2016,LedgePoint,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTMH2009,Mandurah,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTNR2016,OceanReef,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTPD2016,SouthGeraldton,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTPG2016,NorthGeraldton,lidar,LADS,30/04/2016,30/04/2016,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTTR2009,TwoRocks,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTUR2009,Jindalee,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
,WADOTWB2009,Warnbro,lidar,LADS,30/12/2009,30/12/2009,Perth,Perth,WADOT,LADS HD,IHO S44 1b,CCBY4.0 Attribute 'WA Depatement of Transport' in publications using this data.
GA1149,WEST05MV,PapeeteBrisbane,multibeam,RV Melville,19/05/1994,25/06/1994,Papeete,Brisbane,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
GA1152,WEST06MV,BrisbaneTonga,multibeam,RV Melville,30/08/1994,30/09/2004,Brisbane,Nuku'alofa,SIO,Seabeam 2000 (12 kHz),IHO S44 1b,Geoscience Australia
,ZOE200,NewCaledonia,singlebeam,MV Coriolis,unknown,unknown,Noumea,Noumea,GEOMER,unknown,IHO S44 2,GEOMER
